tags_tokenize
"['japanese', 'cafes', '&', 'coffee', 'desserts', 'takeaway', 'available']"
"['cafes', '&', 'coffee', 'western', 'breakfast', '&', 'brunch', 'halal']"
"['bread', 'desserts', 'cakes', 'halal']"
"['bars', 'dinner', 'with', 'drinks', 'date', 'night', 'good', 'for', 'groups', 'late', 'night', 'korean', 'takeaway', 'available']"
"['cafes', '&', 'coffee', 'desserts', 'breakfast', '&', 'brunch', 'takeaway', 'available']"
"['pasta', 'pizza', 'western', '1-for-1', 'deals', 'halal']"
"['rainy', 'day', 'comforts', 'bak', 'kut', 'teh', '1-for-1', 'deals', 'hawker', 'food']"
"['thai', '1-for-1', 'deals']"
"['western', 'halal']"
"['local', 'delights', 'pasta', 'western', 'halal']"
"['pasta', 'italian', 'pizza', 'halal']"
"['desserts', 'cakes']"
"['rainy', 'day', 'comforts', 'buffets', 'supper', 'chinese', '1-for-1', 'deals', 'steamboat']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'waffles', 'halal']"
"['local', 'delights', 'malay', 'desserts', 'halal']"
"['desserts', 'cakes', 'takeaway', 'available']"
"['pizza', 'korean', 'korean', 'fried', 'chicken']"
"['sushi', 'chirashi', 'japanese']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', '1-for-1', 'deals']"
"['cafes', '&', 'coffee']"
"['sushi', 'interesting', 'chirashi', 'japanese']"
['japanese']
"['seafood', 'hidden', 'gem', 'sushi', 'japanese', 'dinner', 'with', 'drinks', 'date', 'night']"
"['ice', 'cream', '&', 'yoghurt', 'cafes', '&', 'coffee', 'waffles', 'western']"
"['seafood', 'great', 'view', 'steak', 'dinner', 'with', 'drinks', 'date', 'night', 'western', 'halal']"
"['pasta', 'italian', 'pizza', 'western', 'halal']"
"['ramen', 'japanese']"
"['western', '1-for-1', 'deals', 'halal']"
"['bars', 'date', 'night', 'cocktails', '1-for-1', 'deals']"
"['mexican', 'dinner', 'with', 'drinks', 'late', 'night']"
"['japanese', 'dinner', 'with', 'drinks']"
"['indonesian', 'halal', 'newly', 'opened']"
"['japanese', 'bbq', 'halal']"
"['cafes', '&', 'coffee', 'desserts']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'halal']"
"['bars', 'dinner', 'with', 'drinks', 'late', 'night', 'western', 'cocktails']"
"['sushi', 'japanese']"
"['seafood', 'rainy', 'day', 'comforts', 'good', 'for', 'groups', 'chinese', '1-for-1', 'deals', 'steamboat']"
"['cafes', '&', 'coffee', 'desserts', 'cakes', 'breakfast', '&', 'brunch', 'halal']"
"['pasta', 'japanese']"
"['cafes', '&', 'coffee', 'cakes', 'breakfast', '&', 'brunch', 'halal']"
"['cafes', '&', 'coffee', 'desserts', 'burgers', 'western', 'halal']"
"['burpple', 'guides', 'cafes', '&', 'coffee', 'desserts', 'cakes', 'breakfast', '&', 'brunch', 'halal']"
"['cheap', '&', 'good', 'chinese']"
"['desserts', 'supper']"
"['thai', 'cheap', '&', 'good', 'good', 'for', 'groups']"
"['cafes', '&', 'coffee']"
"['middle', 'eastern', '1-for-1', 'deals', 'mediterranean']"
"['bars', 'dinner', 'with', 'drinks', 'european', 'cocktails']"
"['seafood', 'dinner', 'with', 'drinks', 'good', 'for', 'groups']"
"['good', 'for', 'groups', 'korean', 'korean', 'fried', 'chicken']"
"['pasta', 'burpple', 'guides', 'italian', 'pizza', 'date', 'night']"
"['bars', 'burpple', 'guides', 'sandwiches', 'cafes', '&', 'coffee', 'late', 'night', 'cocktails', 'breakfast', '&', 'brunch']"
"['bars', 'japanese', 'dinner', 'with', 'drinks', 'date', 'night', 'european', 'late', 'night', 'cocktails']"
['japanese']
"['turkish', 'good', 'for', 'groups', '1-for-1', 'deals']"
"['pasta', 'pizza', 'western', '1-for-1', 'deals', 'breakfast', '&', 'brunch']"
"['dinner', 'with', 'drinks', 'date', 'night', 'european', 'takeaway', 'available']"
"['vegetarian', 'chinese']"
"['good', 'for', 'groups', 'korean', 'korean', 'desserts']"
"['hawker', 'food']"
['japanese']
"['pizza', 'cafes', '&', 'coffee', 'good', 'for', 'groups', 'western', 'halal']"
"['cafes', '&', 'coffee', 'desserts']"
"['ramen', 'japanese', 'supper', 'late', 'night', 'halal']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
"['soup', 'healthy', 'sandwiches', 'salads']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'halal']"
"['vietnamese', 'cheap', '&', 'good']"
"['local', 'delights', 'desserts', 'supper']"
"['thai', '1-for-1', 'deals']"
"['hidden', 'gem', 'cheap', '&', 'good', 'hawker', 'food']"
['japanese']
"['pasta', 'western']"
"['cafes', '&', 'coffee', 'desserts', 'waffles', 'cakes']"
"['seafood', 'western', 'halal']"
"['desserts', 'cakes', 'halal']"
"['dim', 'sum', 'chinese']"
"['local', 'delights', 'malay', 'desserts', 'halal']"
"['cafes', '&', 'coffee', 'cakes']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'supper', 'good', 'for', 'groups', 'korean', 'desserts']"
"['korean', 'bbq', 'buffets', 'good', 'for', 'groups', 'bbq', 'korean']"
"['taiwanese', 'desserts']"
"['fruit', 'tea', 'bubble', 'tea']"
['japanese']
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'healthier', 'choice']"
['japanese']
"['korean', 'korean', 'fried', 'chicken']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'waffles', 'halal']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
"['french', 'good', 'for', 'groups']"
"['chicken', 'rice', 'zi', 'char', 'good', 'for', 'groups', 'hawker', 'food']"
"['desserts', 'cakes', 'halal']"
"['turkish', '1-for-1', 'deals', 'mediterranean', 'halal']"
"['korean', 'korean', 'fried', 'chicken']"
"['western', 'halal']"
['desserts']
"['rainy', 'day', 'comforts', 'good', 'for', 'groups', 'bbq', 'chinese']"
"['thai', 'cheap', '&', 'good']"
"['desserts', 'cakes']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'good', 'for', 'groups', 'western', 'halal']"
"['cafes', '&', 'coffee']"
"['pasta', 'italian', 'good', 'for', 'groups', 'western']"
"['local', 'delights', 'halal', 'healthier', 'choice']"
"['bread', 'cakes']"
"['local', 'delights', 'bread', 'cafes', '&', 'coffee', 'breakfast', '&', 'brunch']"
"['ramen', 'japanese']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
"['mexican', 'turkish', 'healthy', 'salads', 'halal']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
['desserts']
"['buffets', 'supper', 'good', 'for', 'groups', 'bbq', 'steamboat']"
"['local', 'delights', 'vegetarian', 'healthy', 'healthier', 'choice']"
"['bread', 'cafes', '&', 'coffee', 'desserts', 'korean', 'desserts', 'cakes', 'breakfast', '&', 'brunch']"
"['fast', 'food', 'halal']"
"['fast', 'food', 'japanese']"
['japanese']
"['buffets', 'japanese', 'good', 'for', 'groups', 'steamboat']"
"['fast', 'food', 'supper']"
"['cafes', '&', 'coffee', 'desserts', 'korean', 'korean', 'desserts']"
"['seafood', 'chinese']"
"['japanese', 'cheap', '&', 'good']"
"['local', 'delights', 'halal']"
['japanese']
"['fast', 'food', 'cheap', '&', 'good', 'korean', 'korean', 'desserts', 'korean', 'fried', 'chicken', 'halal']"
"['buffets', 'good', 'for', 'groups']"
"['buffets', 'supper', 'chinese', 'steamboat']"
"['ramen', 'japanese']"
"['ramen', 'japanese']"
"['burpple', 'guides', 'thai', 'indonesian', 'halal']"
"['fast', 'food', 'japanese']"
"['fast', 'food', 'supper']"
['thai']
['desserts']
"['local', 'delights', 'indonesian', 'halal']"
"['healthy', 'salads']"
"['pasta', 'italian', 'pizza', 'halal']"
['western']
['desserts']
"['seafood', 'zi', 'char', 'cheap', '&', 'good', 'good', 'for', 'groups', 'steamboat', 'hawker', 'food']"
"['korean', 'bbq', 'buffets', 'good', 'for', 'groups', 'bbq', 'halal']"
"['bread', 'desserts']"
"['bread', 'cakes']"
"['steak', 'kopitiam', 'japanese']"
"['burgers', 'western', 'halal']"
"['steak', 'japanese']"
"['local', 'delights', 'hawker', 'food']"
"['bread', 'cakes', 'halal']"
"['local', 'delights', 'cheap', '&', 'good', 'hawker', 'food']"
['chinese']
['desserts']
"['desserts', 'halal']"
"['kopitiam', 'hawker', 'food']"
['desserts']
"['peranakan', 'desserts']"
"['local', 'delights', 'hawker', 'food']"
"['taiwanese', 'fast', 'food', 'bubble', 'tea']"
"['local', 'delights', 'bread', 'cafes', '&', 'coffee']"
"['thai', 'desserts', 'halal']"
"['kopitiam', 'hawker', 'food']"
"['soup', 'hawker', 'food']"
"['japanese', 'takeaway', 'available']"
['desserts']
"['local', 'delights', 'fast', 'food', 'halal']"
"['fast', 'food', 'halal']"
"['bars', 'sushi', 'steak', 'japanese', 'dinner', 'with', 'drinks', 'date', 'night']"
"['cafes', '&', 'coffee', 'halal']"
"['rainy', 'day', 'comforts', 'bak', 'kut', 'teh', 'hawker', 'food']"
"['cafes', '&', 'coffee', 'western', 'breakfast', '&', 'brunch']"
"['fast', 'food', 'halal']"
"['local', 'delights', 'bread', 'cafes', '&', 'coffee', 'breakfast', '&', 'brunch']"
['thai']
"['hawker', 'food']"
"['cafes', '&', 'coffee', 'breakfast', '&', 'brunch']"
"['cafes', '&', 'coffee', 'western', 'halal']"
"['rainy', 'day', 'comforts', 'supper', 'late', 'night', 'chinese', 'steamboat']"
"['ice', 'cream', '&', 'yoghurt', 'healthy', 'desserts']"
"['cheap', '&', 'good', 'hawker', 'food']"
"['bars', 'japanese', 'good', 'for', 'groups', '1-for-1', 'deals']"
['taiwanese']
"['dim', 'sum', 'good', 'for', 'groups', 'chinese']"
"['rainy', 'day', 'comforts', 'hawker', 'food']"
"['middle', 'eastern', 'turkish']"
"['rainy', 'day', 'comforts', 'soup', 'hawker', 'food']"
"['burpple', 'guides', 'cafes', '&', 'coffee', 'burgers', 'western', 'halal']"
"['steak', 'buffets', 'japanese', 'good', 'for', 'groups', 'bbq']"
"['taiwanese', 'desserts', 'takeaway', 'available', 'bubble', 'tea']"
"['hawker', 'food']"
"['sushi', 'japanese', 'dinner', 'with', 'drinks', 'good', 'for', 'groups']"
"['local', 'delights', 'hawker', 'food']"
"['local', 'delights', 'indonesian', 'halal']"
"['cheap', '&', 'good', 'hawker', 'food']"
"['middle', 'eastern', '1-for-1', 'deals', 'mediterranean']"
"['burpple', 'guides', 'cafes', '&', 'coffee', 'cakes', 'breakfast', '&', 'brunch', 'halal']"
"['middle', 'eastern', 'turkish', 'good', 'for', 'groups', 'mediterranean', 'halal']"
"['middle', 'eastern', 'turkish', '1-for-1', 'deals']"
"['local', 'delights', 'vegetarian', 'cafes', '&', 'coffee', 'indonesian', 'nasi', 'lemak']"
"['desserts', 'indonesian']"
"['supper', 'late', 'night', 'chinese', 'steamboat']"
"['rainy', 'day', 'comforts', 'zi', 'char', 'supper', 'steamboat']"
"['bars', 'dim', 'sum', 'late', 'night', 'craft', 'beer']"
"['sushi', 'chirashi', 'japanese']"
"['bars', 'great', 'view', 'late', 'night', 'cocktails']"
"['interesting', 'dinner', 'with', 'drinks', 'date', 'night', 'european']"
"['cafes', '&', 'coffee']"
"['local', 'delights', 'vegetarian', 'healthy', 'chinese']"
"['local', 'delights', 'vegetarian', 'healthy', 'cafes', '&', 'coffee']"
"['vegetarian', 'kopitiam']"
"['middle', 'eastern', 'turkish', '1-for-1', 'deals']"
"['sushi', 'vegetarian', 'japanese', 'healthy']"
"['malay', 'halal']"
"['great', 'view', 'dinner', 'with', 'drinks', 'good', 'for', 'groups', 'western', 'breakfast', '&', 'brunch']"
"['french', 'dinner', 'with', 'drinks', 'cafes', '&', 'coffee', 'breakfast', '&', 'brunch']"
"['dim', 'sum', 'good', 'for', 'groups', 'chinese']"
"['cafes', '&', 'coffee', 'desserts']"
"['pasta', 'italian', 'pizza', 'dinner', 'with', 'drinks', 'date', 'night', 'late', 'night']"
"['pasta', 'italian', 'pizza']"
"['bread', 'cafes', '&', 'coffee', 'desserts', 'breakfast', '&', 'brunch']"
"['bars', 'cocktails']"
"['sandwiches', 'cafes', '&', 'coffee', 'desserts', 'cakes', 'breakfast', '&', 'brunch']"
"['interesting', 'cafes', '&', 'coffee']"
"['local', 'delights', 'cafes', '&', 'coffee', 'malay', 'desserts', 'cakes', 'halal']"
"['seafood', 'japanese']"
"['seafood', 'zi', 'char', 'chinese']"
"['burgers', 'western']"
['pizza']
"['burpple', 'guides', 'indian', 'cheap', '&', 'good', 'hawker', 'food', 'halal']"
"['pasta', 'italian', 'pizza', 'dinner', 'with', 'drinks', 'date', 'night']"
['desserts']
"['supper', 'late', 'night', 'chinese', 'steamboat']"
"['rainy', 'day', 'comforts', 'buffets', 'supper', 'chinese', 'steamboat']"
"['buffets', 'japanese', 'supper', 'steamboat']"
"['desserts', 'supper']"
"['turkish', 'cafes', '&', 'coffee', 'mediterranean']"
"['hawker', 'food']"
"['cafes', '&', 'coffee', 'hawker', 'food']"
"['hawker', 'food']"
"['vietnamese', 'hawker', 'food']"
"['desserts', 'hawker', 'food']"
"['hawker', 'food']"
"['hawker', 'food']"
"['cheap', '&', 'good', 'korean']"
"['hawker', 'food']"
"['malay', 'indonesian', 'hawker', 'food']"
['desserts']
"['seafood', 'healthy', 'good', 'for', 'groups', 'chinese']"
"['bars', 'korean']"
"['local', 'delights', 'vegetarian']"
"['hawker', 'food']"
"['local', 'delights', 'hawker', 'food']"
"['chinese', 'hawker', 'food']"
"['sushi', 'japanese']"
"['healthy', 'salads', 'takeaway', 'available']"
"['local', 'delights', 'cafes', '&', 'coffee']"
"['taiwanese', 'sandwiches', 'desserts']"
"['ice', 'cream', '&', 'yoghurt', 'cafes', '&', 'coffee', 'desserts', 'halal']"
"['steak', 'western']"
['japanese']
['japanese']
"['seafood', 'supper', 'chinese']"
"['thai', 'cheap', '&', 'good', 'takeaway', 'available']"
['japanese']
"['bars', 'late', 'night']"
"['seafood', 'zi', 'char', 'good', 'for', 'groups', 'hawker', 'food']"
"['burpple', 'guides', 'indian', 'cheap', '&', 'good', 'supper', 'hawker', 'food']"
"['hawker', 'food']"
"['indonesian', 'halal']"
"['hawker', 'food']"
"['bars', 'pizza', 'western']"
"['cheap', '&', 'good', 'chinese', 'hawker', 'food']"
['indonesian']
"['indian', 'hawker', 'food']"
"['middle', 'eastern']"
"['kopitiam', 'hawker', 'food']"
"['bread', 'desserts', 'cakes']"
"['local', 'delights', 'hawker', 'food']"
"['dinner', 'with', 'drinks', 'date', 'night']"
"['kopitiam', 'bread', 'cafes', '&', 'coffee']"
"['hawker', 'food']"
['desserts']
"['bars', 'sandwiches', 'craft', 'beer', 'cocktails']"
"['hawker', 'food']"
"['hawker', 'food']"
"['local', 'delights', 'cheap', '&', 'good', 'hawker', 'food']"
"['desserts', 'hawker', 'food']"
"['bars', 'bbq']"
"['middle', 'eastern', 'turkish', 'late', 'night', 'mediterranean']"
"['rainy', 'day', 'comforts', 'hawker', 'food']"
"['vegetarian', 'healthy', 'hawker', 'food']"
"['chicken', 'rice', 'hawker', 'food']"
"['hawker', 'food']"
"['hawker', 'food']"
"['chirashi', 'japanese']"
"['middle', 'eastern', 'turkish']"
['bars']
"['seafood', 'buffets', 'salads', 'western']"
"['local', 'delights', 'vegetarian', 'hawker', 'food']"
"['bars', 'late', 'night', 'burgers', 'western']"
"['western', 'takeaway', 'available']"
"['malay', 'good', 'for', 'groups', 'halal']"
"['indian', 'malay', 'supper', 'hawker', 'food', 'halal']"
"['thai', 'halal']"
"['ice', 'cream', '&', 'yoghurt', 'desserts', 'waffles', 'breakfast', '&', 'brunch', 'halal']"
"['buffets', 'dinner', 'with', 'drinks', 'date', 'night', 'european']"
"['interesting', 'cafes', '&', 'coffee']"
"['buffets', 'good', 'for', 'groups', 'halal']"
"['seafood', 'great', 'view', 'dinner', 'with', 'drinks', 'chinese']"
"['rainy', 'day', 'comforts', 'buffets', 'supper', 'chinese', 'steamboat']"
"['indonesian', 'halal']"
"['cafes', '&', 'coffee', 'malay', 'cheap', '&', 'good', 'hawker', 'food']"
['japanese']
"['cafes', '&', 'coffee', 'western', 'breakfast', '&', 'brunch']"
"['bars', 'dinner', 'with', 'drinks', 'late', 'night']"
"['pasta', 'western']"
"['bars', 'late', 'night', 'cocktails']"
['mediterranean']
"['malay', 'indonesian', 'hawker', 'food']"
"['local', 'delights', 'malay', 'good', 'for', 'groups', 'indonesian', 'halal']"
"['rainy', 'day', 'comforts', 'zi', 'char', 'supper', 'good', 'for', 'groups', 'hawker', 'food']"
"['local', 'delights', 'burpple', 'guides', 'indian', 'cheap', '&', 'good', 'hawker', 'food']"
"['hawker', 'food']"
"['rainy', 'day', 'comforts', 'buffets', 'good', 'for', 'groups', 'chinese', 'steamboat']"
"['bars', 'late', 'night', 'western']"
"['burpple', 'guides', 'desserts', 'cakes', 'halal']"
"['hawker', 'food']"
"['kopitiam', 'hawker', 'food']"
"['indian', 'hawker', 'food']"
['vietnamese']
"['rainy', 'day', 'comforts', 'hawker', 'food']"
['chinese']
"['hawker', 'food']"
"['cafes', '&', 'coffee', 'cakes']"
"['peranakan', 'bars', 'cocktails']"
"['local', 'delights', 'bars']"
"['malay', 'desserts', 'hawker', 'food']"
"['healthy', 'salads', 'desserts', 'halal']"
"['vegetarian', 'healthy']"
"['vietnamese', 'sandwiches']"
"['desserts', 'cakes', 'breakfast', '&', 'brunch', 'halal']"
['desserts']
"['chinese', 'halal']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
"['hidden', 'gem']"
"['middle', 'eastern']"
"['bars', 'late', 'night', 'cocktails']"
"['dim', 'sum', 'supper', 'chinese', 'halal']"
"['middle', 'eastern', 'late', 'night']"
"['seafood', 'rainy', 'day', 'comforts', 'good', 'for', 'groups', 'korean', 'steamboat']"
"['spanish', 'date', 'night', 'mediterranean']"
"['local', 'delights', 'hidden', 'gem', 'western']"
"['bars', 'late', 'night', 'western', 'mediterranean']"
"['kopitiam', 'hawker', 'food']"
"['bars', 'western']"
"['sushi', 'chirashi', 'japanese', 'date', 'night', 'fine', 'dining']"
"['cheap', '&', 'good', 'hawker', 'food']"
"['supper', 'late', 'night', 'chinese']"
"['cheap', '&', 'good', 'hawker', 'food']"
['halal']
"['seafood', 'zi', 'char', 'steamboat']"
"['indian', 'supper', 'hawker', 'food', 'halal']"
"['local', 'delights', 'cafes', '&', 'coffee']"
"['local', 'delights', 'cafes', '&', 'coffee']"
"['hawker', 'food']"
"['thai', 'supper']"
['japanese']
['desserts']
"['cheap', '&', 'good', 'hawker', 'food']"
['desserts']
"['hawker', 'food']"
"['middle', 'eastern', 'mediterranean', 'halal']"
"['hawker', 'food']"
"['peranakan', 'good', 'for', 'groups']"
"['dim', 'sum', 'chinese']"
"['indonesian', 'hawker', 'food']"
"['cafes', '&', 'coffee']"
"['local', 'delights', 'bread', 'cafes', '&', 'coffee', 'breakfast', '&', 'brunch']"
"['cafes', '&', 'coffee', 'desserts', 'cakes', 'breakfast', '&', 'brunch']"
"['local', 'delights', 'indian']"
"['hidden', 'gem', 'japanese', 'dinner', 'with', 'drinks', 'european']"
"['local', 'delights', 'vegetarian', 'healthy', 'chinese']"
"['interesting', 'cafes', '&', 'coffee']"
"['bars', 'craft', 'beer']"
"['sandwiches', 'salads', 'western', 'breakfast', '&', 'brunch', 'halal']"
"['rainy', 'day', 'comforts', 'hawker', 'food', 'halal']"
['japanese']
"['supper', 'hawker', 'food']"
"['bars', 'dinner', 'with', 'drinks', 'european', 'late', 'night']"
"['indian', 'zi', 'char', 'malay', 'supper', 'western', 'halal']"
"['rainy', 'day', 'comforts', 'chinese']"
"['vegetarian', 'indian']"
['turkish']
[]
"['pasta', 'sandwiches', 'cafes', '&', 'coffee', 'cakes']"
"['cheap', '&', 'good', 'hawker', 'food']"
['desserts']
"['local', 'delights', 'chinese']"
"['malay', 'hawker', 'food', 'halal']"
"['local', 'delights', 'vegetarian', 'healthy']"
['bars']
"['local', 'delights', 'peranakan', 'cafes', '&', 'coffee']"
"['local', 'delights', 'chinese', 'hawker', 'food']"
"['hawker', 'food']"
"['buffets', 'bbq', 'burgers', 'breakfast', '&', 'brunch']"
"['local', 'delights', 'cafes', '&', 'coffee', 'desserts']"
"['local', 'delights', 'vegetarian', 'healthy', 'cakes']"
"['bars', 'dinner', 'with', 'drinks', 'late', 'night', 'cocktails']"
"['korean', 'korean', 'fried', 'chicken']"
"['local', 'delights', 'desserts', 'chinese']"
"['kopitiam', 'hawker', 'food']"
"['malay', 'nasi', 'lemak', 'hawker', 'food']"
"['local', 'delights', 'bread', 'cafes', '&', 'coffee']"
"['desserts', 'waffles', 'cakes']"
"['bread', 'desserts']"
"['vegetarian', 'healthy']"
"['pasta', 'cafes', '&', 'coffee', 'desserts', 'cakes']"
"['thai', 'halal']"
"['ice', 'cream', '&', 'yoghurt', 'japanese', 'desserts']"
"['thai', 'hawker', 'food']"
"['cafes', '&', 'coffee']"
"['kopitiam', 'hawker', 'food']"
"['interesting', 'japanese', 'desserts', 'breakfast', '&', 'brunch', 'halal']"
"['healthy', 'bread', 'desserts', 'cakes']"
"['bars', 'cocktails']"
"['bars', 'indian', 'dinner', 'with', 'drinks', 'cocktails']"
"['great', 'view', 'date', 'night']"
['japanese']
"['steak', 'western', 'halal']"
['thai']
"['good', 'for', 'groups', 'chinese']"
"['interesting', 'chinese']"
"['hawker', 'food']"
"['sushi', 'japanese']"
"['local', 'delights', 'bread', 'cafes', '&', 'coffee', 'breakfast', '&', 'brunch']"
"['local', 'delights', 'cafes', '&', 'coffee', 'supper', 'hawker', 'food', 'halal']"
"['rainy', 'day', 'comforts', 'supper', 'good', 'for', 'groups', 'chinese']"
"['dinner', 'with', 'drinks', 'cafes', '&', 'coffee', 'late', 'night', 'craft', 'beer', 'western']"
['desserts']
"['rainy', 'day', 'comforts', 'cheap', '&', 'good', 'hawker', 'food']"
"['local', 'delights', 'vegetarian', 'healthy', 'cafes', '&', 'coffee']"
"['hawker', 'food']"
"['healthy', 'desserts']"
"['good', 'for', 'groups', 'chinese']"
"['ice', 'cream', '&', 'yoghurt', 'desserts']"
